Year,Year_Rank,Song,Artist,Genre,Cover,Points,Peak,Weeks
1959,64,Only You,Franck Pourcel's French Fiddles,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1081,9,16
1959,65,What'd I Say (Part I & II),Ray Charles and his Orchestra,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1080,6,15
1959,66,May You Always,The McGuire Sisters,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1074,11,16
1959,67,Heartaches By The Number,Guy Mitchell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1074,1,13
1959,68,Forty Miles Of Bad Road,Duane Eddy And The Rebels,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1069,9,15
1959,69,My Happiness,Connie Francis,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1068,2,14
1959,70,Smoke Gets In Your Eyes,The Platters,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1059,1,12
1959,71,Gotta Travel On,Billy Grammer,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1052,4,14
1959,72,Morgen,Ivo Robic and The Song-Masters,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1048,13,17
1959,73,Tallahassee Lassie,Freddy Cannon,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1040,6,15
1959,74,Sea Cruise,Frankie Ford,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1039,14,17
1959,75,Tiger,Fabian,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1029,3,13
1959,76,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1028,13,16
1959,77,Tall Paul,Annette With The Afterbeats,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1027,7,15
1959,78,Petite Fleur (Little Flower),Chris Barber's Jazz Band,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1022,5,15
1959,79,(All of a Sudden) My Heart Sings,Paul Anka,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1018,15,15
1959,80,Goodbye Baby,Jack Scott,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1014,8,13
1959,81,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1005,4,13
1959,82,Turn Me Loose,Fabian,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,998,9,13
1959,83,Enchanted,The Platters,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,997,12,15
1959,84,I Need Your Love Tonight,Elvis Presley With The Jordanaires,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,983,4,13
1959,85,I Want To Walk You Home,Fats Domino,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,979,8,13
1959,86,It Was I,Skip And Flip,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,974,11,16
1959,87,Bobby Sox To Stockings,Frankie Avalon,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,971,8,13
1959,88,You Were Mine,Fireflies,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,967,21,16
1959,89,Misty,Johnny Mathis,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,966,12,13
1959,90,I Only Have Eyes For You,The Flamingos,Rock,https://cdn-images.dzcdn.net/images/cover/af93ff93da19e9dd2d804eff6c8ffc00/250x250-000000-80-0-0.jpg,959,11,13
1959,91,We Got Love,Bobby Rydell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,954,6,12
1959,92,Just Keep It Up,Dee Clark,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,950,18,15
1959,93,Manhattan Spiritual,Reg Owen & His Orchestra,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,937,10,12
1959,94,"I Loves You, Porgy",Nina Simone,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,937,18,15
1959,95,Kissin' Time,Bobby Rydell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,935,11,17
1959,96,So Many Ways,Brook Benton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,930,6,11
1959,97,Oh! Carol,Neil Sedaka,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,925,9,12
1959,98,Just As Much As Ever,Bob Beckham,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,924,32,20
1959,99,A Lover's Question,Clyde McPhatter,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,920,6,12
1959,100,Thank You Pretty Baby,Brook Benton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,920,16,14
1960,1,The Twist,Chubby Checker,Rock,https://charts-static.billboard.com/img/1960/08/chubby-checker-000-thetwist-0xg-180x180.jpg,2330,1,34
1960,2,Look For A Star,Garry Miles,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2164,16,36
1960,3,Alley-Oop,Hollywood Argyles,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2148,1,31
1960,4,He'll Have To Go,Jim Reeves,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1886,2,22
1960,5,I'm Sorry,Brenda Lee,Country,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/45/c3/b0/45c3b031-bf28-6a03-29f5-d37c05c35976/886443346710.jpg/100x100bb.jpg,1782,1,23
1960,6,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,Pop,https://cdn-images.dzcdn.net/images/cover/60366a90d761bf6ad071c019480d51d8/250x250-000000-80-0-0.jpg,1716,1,21
1960,7,"Please Help Me, I'm Falling",Hank Locklin,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1710,8,29
1960,8,Sixteen Reasons,Connie Stevens,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1693,3,24
1960,9,It's Now Or Never,Elvis Presley With The Jordanaires,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1623,1,20
1960,10,Sweet Nothin's,Brenda Lee,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1617,4,22
1960,11,Finger Poppin' Time,Hank Ballard And The Midnighters,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1579,7,26
1960,12,Greenfields,The Brothers Four,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1526,2,20
1960,13,Everybody's Somebody's Fool,Connie Francis,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1517,1,18
1960,14,Only The Lonely (Know How I Feel),Roy Orbison,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1506,2,21
1960,15,Save The Last Dance For Me,The Drifters,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1432,1,18
1960,16,My Heart Has A Mind Of Its Own,Connie Francis,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1425,1,17
1960,17,Last Date,Lawrence Welk And His Orchestra,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1409,2,21
1960,18,Theme From The Apartment,Ferrante & Teicher,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1404,10,20
1960,19,Handy Man,Jimmy Jones,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1402,2,17
1960,20,Walk -- Don't Run,The Ventures,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1386,2,18
1960,21,Wonderland By Night,Louis Prima,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1379,2,21
1960,22,Cathy's Clown,The Everly Brothers,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1360,1,17
1960,23,Sink The Bismark,Johnny Horton,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1345,3,18
1960,24,Love You So,Ron Holden with The Thunderbirds,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1318,7,19
1960,25,Teen Angel,Mark Dinning,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1316,1,16
1960,26,Hot Rod Lincoln,Johnny Bond,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1307,26,29
1960,27,Mission Bell,Donnie Brooks,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1304,7,20
1960,28,Wild One,Bobby Rydell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1295,2,16
1960,29,Chain Gang,Sam Cooke,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1294,2,16
1960,30,Mule Skinner Blues,The Fendermen,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a6/62/45/a66245e9-db76-82c9-1db4-2f870328b0bc/3537.jpg/100x100bb.jpg,1293,5,18
1960,31,Kiddio,Brook Benton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1293,7,17
1960,32,Stuck On You,Elvis Presley With The Jordanaires,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1277,1,16
1960,33,Devil Or Angel,Bobby Vee,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1260,6,19
1960,34,Night,Jackie Wilson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1250,4,17
1960,35,Running Bear,Johnny Preston,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1249,1,16
1960,36,What In The World's Come Over You,Jack Scott,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1246,5,16
1960,37,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1241,1,15
1960,38,Burning Bridges,Jack Scott,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1219,3,17
1960,39,I Want To Be Wanted,Brenda Lee,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1219,1,15
1960,40,Paper Roses,Anita Bryant,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1207,5,17
1960,41,Mack The Knife,Ella Fitzgerald,Pop,https://cdn-images.dzcdn.net/images/cover/2a8e68501565e242cd50b8b3926cb352/250x250-000000-80-0-0.jpg,1202,12,21
1960,42,Let The Little Girl Dance,Billy Bland,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1194,7,20
1960,43,Image Of A Girl,Safaris with The Phantom's Band,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1193,6,18
1960,44,North To Alaska,Johnny Horton,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1148,4,16
1960,45,Volare,Bobby Rydell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1147,4,15
1960,46,Good Timin',Jimmy Jones,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1135,3,15
1960,47,Because They're Young,Duane Eddy And The Rebels,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1134,4,15
1960,48,Cradle Of Love,Johnny Preston,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1127,7,15
1960,49,Baby (You've Got What It Takes),Dinah Washington & Brook Benton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1123,5,15
1960,50,Puppy Love,Paul Anka,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1117,2,14
1960,51,Harbor Lights,The Platters,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1102,8,16
1960,52,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1100,6,16
1960,53,Stay,Maurice Williams & The Zodiacs,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1096,1,14
1960,54,Where Or When,Dion & The Belmonts,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1095,3,15
1960,55,Poetry In Motion,Johnny Tillotson,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1087,2,13
1960,56,Walking To New Orleans,Fats Domino,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1079,6,14
1960,57,A Million To One,Jimmy Charles and The Revelletts,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1076,5,15
1960,58,Let It Be Me,The Everly Brothers,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1074,7,15
1960,59,White Silver Sands,Bill Black's Combo,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1071,9,14
1960,60,The Old Lamplighter,The Browns Featuring Jim Edward Brown,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1060,5,15
1960,61,Beyond The Sea,Bobby Darin,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1058,6,14
1960,62,Dreamin',Johnny Burnette,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1057,11,15
1960,63,El Paso,Marty Robbins,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1051,1,14
1960,64,Mr. Custer,Larry Verne,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1043,1,13
1960,65,Lonely Weekends,Charlie Rich,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1041,22,21
1960,66,Forever,The Little Dippers,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1024,9,15
1960,67,Sleep,Little Willie John,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1014,13,16
1960,68,Tell Laura I Love Her,Ray Peterson,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1008,7,14
1960,69,Georgia On My Mind,Ray Charles,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,990,1,13
1960,70,So Sad (To Watch Good Love Go Bad),The Everly Brothers,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,982,7,12
1960,71,Wonderful World,Sam Cooke,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,975,12,15
1960,72,That's All You Gotta Do,Brenda Lee,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,973,6,14
1960,73,Doggin' Around,Jackie Wilson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,971,15,16
1960,74,Money (That's what I want),Barrett Strong,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,969,23,17
1960,75,Alone At Last,Jackie Wilson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,969,8,13
1960,76,Down By The Station,The Four Preps,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,966,13,14
1960,77,A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,965,7,13
1960,78,Lonely Blue Boy,Conway Twitty,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,964,6,14
1960,79,Mountain Of Love,Harold Dorman,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,963,21,19
1960,80,You Talk Too Much,Joe Jones,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,960,3,17
1960,81,Cherry Pie,Skip And Flip,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,953,11,15
1960,82,I Love The Way You Love,Marv Johnson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,952,9,13
1960,83,In My Little Corner Of The World,Anita Bryant,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,947,10,14
1960,84,Pretty Blue Eyes,Steve Lawrence,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,946,9,12
1960,85,Let's Think About Living,Bob Luman,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,945,7,14
1960,86,Mama,Connie Francis,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,941,8,13
1960,87,You Got What It Takes,Marv Johnson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,940,10,13
1960,88,Never On Sunday,Don Costa And His Orchestra And Chorus,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,940,19,15
1960,89,A Thousand Stars,Kathy Young With The Innocents,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,940,3,11
1960,90,New Orleans,U.S. Bonds,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,939,6,12
1960,91,Am I That Easy To Forget,Debbie Reynolds,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,931,25,17
1960,92,Little Bitty Girl,Bobby Rydell,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,923,19,15
1960,93,Tracy's Theme,Spencer Ross,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,917,13,14
1960,94,Stairway To Heaven,Neil Sedaka,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,915,9,15
1960,95,He'll Have To Stay,Jeanne Black,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,914,4,11
